EmployeeID,Department,JobRole,Segment,SegmentLabel
1134,Operations,Operations Associate,3,High Performer / Flight Risk
1135,Customer Support,Support Team Lead,3,High Performer / Flight Risk
1136,Human Resources,Recruiter,0,Disengaged
1137,Human Resources,Recruiter,2,Stable Core
1138,Operations,Operations Manager,2,Stable Core
1139,Sales,Sales Manager,3,High Performer / Flight Risk
1140,Engineering,Engineering Manager,2,Stable Core
1141,Sales,Sales Manager,1,Early-Career Builder
1142,Engineering,Senior Engineer,1,Early-Career Builder
1143,Sales,Sales Executive,1,Early-Career Builder
1144,Human Resources,HR Associate,1,Early-Career Builder
1145,Engineering,Senior Engineer,3,High Performer / Flight Risk
1146,Operations,Operations Manager,2,Stable Core
1147,Human Resources,Recruiter,1,Early-Career Builder
1148,Marketing,Marketing Associate,3,High Performer / Flight Risk
1149,Human Resources,HR Associate,1,Early-Career Builder
1150,Human Resources,HR Associate,1,Early-Career Builder
1151,Customer Support,Support Team Lead,1,Early-Career Builder
1152,Customer Support,Support Associate,3,High Performer / Flight Risk
1153,Operations,Logistics Coordinator,2,Stable Core
1154,Marketing,Content Specialist,1,Early-Career Builder
1155,Operations,Operations Associate,1,Early-Career Builder
1156,Finance,Finance Manager,1,Early-Career Builder
1157,Engineering,QA Engineer,2,Stable Core
1158,Human Resources,HR Associate,3,High Performer / Flight Risk
1159,Operations,Operations Manager,2,Stable Core
1160,Operations,Logistics Coordinator,1,Early-Career Builder
1161,Sales,Sales Executive,1,Early-Career Builder
1162,Finance,Financial Analyst,3,High Performer / Flight Risk
1163,Engineering,Engineering Manager,2,Stable Core
1164,Sales,Sales Executive,0,Disengaged
1165,Engineering,Software Engineer,0,Disengaged
1166,Sales,Sales Executive,3,High Performer / Flight Risk
1167,Customer Support,Support Associate,1,Early-Career Builder
1168,Human Resources,HR Manager,0,Disengaged
1169,Engineering,Engineering Manager,3,High Performer / Flight Risk
1170,Customer Support,Support Team Lead,2,Stable Core
1171,Sales,Sales Executive,3,High Performer / Flight Risk
1172,Human Resources,HR Manager,0,Disengaged
1173,Operations,Logistics Coordinator,0,Disengaged
1174,Sales,Sales Manager,3,High Performer / Flight Risk
1175,Engineering,QA Engineer,1,Early-Career Builder
1176,Engineering,Senior Engineer,1,Early-Career Builder
1177,Sales,Account Manager,1,Early-Career Builder
1178,Operations,Operations Associate,3,High Performer / Flight Risk
1179,Engineering,Software Engineer,3,High Performer / Flight Risk
1180,Sales,Account Manager,0,Disengaged
1181,Engineering,QA Engineer,1,Early-Career Builder
1182,Sales,Account Manager,2,Stable Core
1183,Engineering,Engineering Manager,2,Stable Core
1184,Human Resources,HR Associate,1,Early-Career Builder
1185,Human Resources,Recruiter,2,Stable Core
1186,Engineering,Software Engineer,0,Disengaged
1187,Sales,Account Manager,0,Disengaged
1188,Operations,Logistics Coordinator,1,Early-Career Builder
1189,Engineering,Engineering Manager,2,Stable Core
1190,Marketing,Marketing Manager,3,High Performer / Flight Risk
1191,Engineering,Software Engineer,1,Early-Career Builder
1192,Sales,Sales Manager,1,Early-Career Builder
1193,Customer Support,Support Associate,1,Early-Career Builder
1194,Engineering,Software Engineer,2,Stable Core
1195,Finance,Financial Analyst,1,Early-Career Builder
1196,Customer Support,Support Team Lead,1,Early-Career Builder
1197,Sales,Account Manager,1,Early-Career Builder
1198,Finance,Financial Analyst,1,Early-Career Builder
1199,Sales,Sales Manager,3,High Performer / Flight Risk
1200,Operations,Logistics Coordinator,0,Disengaged
1201,Operations,Logistics Coordinator,2,Stable Core
1202,Sales,Sales Manager,3,High Performer / Flight Risk
1203,Customer Support,Support Team Lead,0,Disengaged
1204,Operations,Operations Manager,1,Early-Career Builder
1205,Operations,Logistics Coordinator,1,Early-Career Builder
1206,Operations,Operations Manager,2,Stable Core
1207,Sales,Sales Manager,1,Early-Career Builder
1208,Finance,Financial Analyst,0,Disengaged
1209,Marketing,Marketing Manager,3,High Performer / Flight Risk
1210,Sales,Sales Executive,3,High Performer / Flight Risk
1211,Marketing,Marketing Manager,2,Stable Core
1212,Finance,Accountant,3,High Performer / Flight Risk
1213,Sales,Sales Manager,0,Disengaged
1214,Customer Support,Support Associate,3,High Performer / Flight Risk
1215,Customer Support,Support Team Lead,1,Early-Career Builder
1216,Sales,Account Manager,3,High Performer / Flight Risk
1217,Marketing,Content Specialist,0,Disengaged
1218,Engineering,QA Engineer,3,High Performer / Flight Risk
1219,Engineering,Senior Engineer,1,Early-Career Builder
1220,Sales,Account Manager,1,Early-Career Builder
1221,Engineering,QA Engineer,2,Stable Core
1222,Finance,Accountant,2,Stable Core
1223,Operations,Operations Manager,3,High Performer / Flight Risk
1224,Operations,Logistics Coordinator,3,High Performer / Flight Risk
1225,Sales,Sales Executive,1,Early-Career Builder
1226,Sales,Sales Manager,1,Early-Career Builder
1227,Engineering,Software Engineer,0,Disengaged
1228,Sales,Account Manager,0,Disengaged
1229,Operations,Logistics Coordinator,3,High Performer / Flight Risk
1230,Marketing,Marketing Manager,3,High Performer / Flight Risk
1231,Customer Support,Support Team Lead,3,High Performer / Flight Risk
1232,Engineering,QA Engineer,3,High Performer / Flight Risk
1233,Human Resources,HR Associate,3,High Performer / Flight Risk
1234,Customer Support,Support Associate,1,Early-Career Builder
1235,Engineering,Engineering Manager,2,Stable Core
1236,Sales,Sales Executive,2,Stable Core
1237,Customer Support,Support Associate,1,Early-Career Builder
1238,Engineering,Senior Engineer,2,Stable Core
1239,Marketing,Content Specialist,1,Early-Career Builder
1240,Customer Support,Support Associate,0,Disengaged
1241,Marketing,Marketing Associate,3,High Performer / Flight Risk
1242,Customer Support,Support Associate,1,Early-Career Builder
1243,Sales,Sales Executive,1,Early-Career Builder
1244,Customer Support,Support Team Lead,2,Stable Core
1245,Operations,Operations Associate,1,Early-Career Builder
1246,Sales,Sales Executive,1,Early-Career Builder
1247,Sales,Account Manager,3,High Performer / Flight Risk
1248,Engineering,Engineering Manager,2,Stable Core
1249,Customer Support,Support Team Lead,1,Early-Career Builder
1250,Finance,Accountant,1,Early-Career Builder
1251,Customer Support,Support Team Lead,2,Stable Core
1252,Operations,Operations Associate,0,Disengaged
1253,Customer Support,Support Associate,1,Early-Career Builder
1254,Sales,Sales Executive,1,Early-Career Builder
1255,Human Resources,HR Associate,3,High Performer / Flight Risk
1256,Operations,Operations Manager,3,High Performer / Flight Risk
1257,Sales,Sales Executive,1,Early-Career Builder
1258,Sales,Account Manager,0,Disengaged
1259,Sales,Sales Executive,1,Early-Career Builder
1260,Sales,Sales Manager,1,Early-Career Builder
1261,Sales,Sales Executive,1,Early-Career Builder
1262,Customer Support,Support Team Lead,1,Early-Career Builder
1263,Human Resources,Recruiter,1,Early-Career Builder
1264,Finance,Finance Manager,1,Early-Career Builder
1265,Marketing,Content Specialist,2,Stable Core
1266,Sales,Sales Executive,3,High Performer / Flight Risk
1267,Operations,Operations Manager,0,Disengaged
1268,Sales,Sales Executive,3,High Performer / Flight Risk
1269,Sales,Sales Executive,1,Early-Career Builder
1270,Sales,Account Manager,3,High Performer / Flight Risk
1271,Engineering,Engineering Manager,1,Early-Career Builder
1272,Engineering,Senior Engineer,2,Stable Core
1273,Customer Support,Support Associate,1,Early-Career Builder
1274,Marketing,Content Specialist,3,High Performer / Flight Risk
1275,Sales,Sales Executive,0,Disengaged
1276,Sales,Account Manager,0,Disengaged
1277,Sales,Account Manager,1,Early-Career Builder
1278,Finance,Accountant,0,Disengaged
1279,Marketing,Content Specialist,3,High Performer / Flight Risk
1280,Marketing,Content Specialist,3,High Performer / Flight Risk
1281,Sales,Sales Manager,3,High Performer / Flight Risk
1282,Finance,Accountant,0,Disengaged
1283,Operations,Logistics Coordinator,1,Early-Career Builder
1284,Engineering,Software Engineer,0,Disengaged
1285,Sales,Account Manager,2,Stable Core
1286,Operations,Operations Associate,3,High Performer / Flight Risk
1287,Engineering,Senior Engineer,2,Stable Core
1288,Customer Support,Support Team Lead,3,High Performer / Flight Risk
1289,Marketing,Marketing Manager,1,Early-Career Builder
1290,Sales,Sales Executive,1,Early-Career Builder
1291,Marketing,Marketing Associate,1,Early-Career Builder
1292,Marketing,Marketing Manager,3,High Performer / Flight Risk
1293,Engineering,Senior Engineer,2,Stable Core
1294,Engineering,Engineering Manager,2,Stable Core
1295,Engineering,Engineering Manager,2,Stable Core
1296,Sales,Sales Manager,3,High Performer / Flight Risk
1297,Finance,Finance Manager,1,Early-Career Builder
1298,Human Resources,HR Manager,1,Early-Career Builder
1299,Sales,Sales Executive,3,High Performer / Flight Risk
1300,Marketing,Content Specialist,1,Early-Career Builder
1301,Operations,Logistics Coordinator,2,Stable Core
1302,Marketing,Marketing Manager,0,Disengaged
1303,Customer Support,Support Associate,1,Early-Career Builder
1304,Engineering,QA Engineer,3,High Performer / Flight Risk
1305,Sales,Sales Executive,1,Early-Career Builder
1306,Customer Support,Support Team Lead,0,Disengaged
1307,Sales,Sales Executive,3,High Performer / Flight Risk
1308,Sales,Sales Executive,3,High Performer / Flight Risk
1309,Sales,Sales Executive,1,Early-Career Builder
1310,Sales,Account Manager,1,Early-Career Builder
1311,Customer Support,Support Associate,1,Early-Career Builder
1312,Engineering,Software Engineer,1,Early-Career Builder
1313,Engineering,Software Engineer,3,High Performer / Flight Risk
1314,Sales,Sales Executive,1,Early-Career Builder
1315,Operations,Logistics Coordinator,3,High Performer / Flight Risk
1316,Sales,Account Manager,1,Early-Career Builder
1317,Sales,Account Manager,0,Disengaged
1318,Sales,Sales Executive,1,Early-Career Builder
1319,Sales,Sales Executive,0,Disengaged
1320,Sales,Account Manager,2,Stable Core
1321,Marketing,Marketing Associate,1,Early-Career Builder
1322,Engineering,QA Engineer,1,Early-Career Builder
1323,Sales,Sales Manager,3,High Performer / Flight Risk
1324,Engineering,Software Engineer,1,Early-Career Builder
1325,Sales,Sales Executive,3,High Performer / Flight Risk
1326,Engineering,QA Engineer,3,High Performer / Flight Risk
1327,Operations,Logistics Coordinator,1,Early-Career Builder
1328,Sales,Account Manager,3,High Performer / Flight Risk
1329,Operations,Logistics Coordinator,3,High Performer / Flight Risk
1330,Sales,Account Manager,0,Disengaged
1331,Engineering,Engineering Manager,0,Disengaged
1332,Sales,Account Manager,3,High Performer / Flight Risk
1333,Sales,Sales Executive,0,Disengaged
1334,Customer Support,Support Associate,3,High Performer / Flight Risk
1335,Engineering,Senior Engineer,2,Stable Core
1336,Customer Support,Support Associate,1,Early-Career Builder
1337,Marketing,Content Specialist,0,Disengaged
1338,Operations,Operations Manager,1,Early-Career Builder
1339,Sales,Sales Executive,1,Early-Career Builder
1340,Human Resources,HR Manager,1,Early-Career Builder
1341,Customer Support,Support Team Lead,3,High Performer / Flight Risk
1342,Sales,Sales Executive,0,Disengaged
1343,Operations,Logistics Coordinator,1,Early-Career Builder
1344,Engineering,Engineering Manager,2,Stable Core
1345,Customer Support,Support Team Lead,1,Early-Career Builder
1346,Engineering,QA Engineer,3,High Performer / Flight Risk
1347,Operations,Operations Manager,0,Disengaged
1348,Engineering,Engineering Manager,1,Early-Career Builder
1349,Sales,Sales Executive,1,Early-Career Builder
1350,Human Resources,HR Manager,1,Early-Career Builder
1351,Sales,Account Manager,1,Early-Career Builder
1352,Engineering,Software Engineer,0,Disengaged
1353,Human Resources,Recruiter,3,High Performer / Flight Risk
1354,Customer Support,Support Team Lead,3,High Performer / Flight Risk
1355,Sales,Sales Manager,1,Early-Career Builder
1356,Human Resources,Recruiter,2,Stable Core
1357,Engineering,Senior Engineer,1,Early-Career Builder
1358,Sales,Account Manager,2,Stable Core
1359,Engineering,QA Engineer,0,Disengaged
1360,Marketing,Marketing Associate,2,Stable Core
1361,Engineering,QA Engineer,1,Early-Career Builder
1362,Operations,Operations Manager,1,Early-Career Builder
1363,Customer Support,Support Associate,0,Disengaged
1364,Sales,Sales Executive,1,Early-Career Builder
1365,Customer Support,Support Associate,1,Early-Career Builder
1366,Engineering,Senior Engineer,3,High Performer / Flight Risk
1367,Sales,Sales Executive,0,Disengaged
1368,Operations,Operations Manager,1,Early-Career Builder
1369,Finance,Accountant,0,Disengaged
1370,Engineering,Senior Engineer,2,Stable Core
1371,Operations,Logistics Coordinator,0,Disengaged
1372,Sales,Account Manager,3,High Performer / Flight Risk
1373,Operations,Logistics Coordinator,1,Early-Career Builder
1374,Customer Support,Support Team Lead,2,Stable Core
1375,Human Resources,HR Manager,0,Disengaged
1376,Operations,Logistics Coordinator,0,Disengaged
1377,Sales,Account Manager,2,Stable Core
1378,Operations,Operations Manager,2,Stable Core
1379,Human Resources,Recruiter,0,Disengaged
1380,Sales,Account Manager,2,Stable Core
1381,Customer Support,Support Team Lead,3,High Performer / Flight Risk
1382,Operations,Logistics Coordinator,0,Disengaged
1383,Operations,Logistics Coordinator,0,Disengaged
1384,Operations,Operations Associate,1,Early-Career Builder
1385,Finance,Accountant,0,Disengaged
1386,Sales,Sales Manager,1,Early-Career Builder
1387,Customer Support,Support Associate,0,Disengaged
1388,Sales,Account Manager,1,Early-Career Builder
1389,Operations,Operations Manager,0,Disengaged
1390,Engineering,QA Engineer,1,Early-Career Builder
1391,Engineering,QA Engineer,1,Early-Career Builder
1392,Marketing,Marketing Manager,1,Early-Career Builder
1393,Human Resources,HR Associate,3,High Performer / Flight Risk
1394,Sales,Sales Manager,2,Stable Core
1395,Engineering,Engineering Manager,3,High Performer / Flight Risk
1396,Sales,Sales Executive,0,Disengaged
1397,Engineering,QA Engineer,2,Stable Core
1398,Engineering,Software Engineer,0,Disengaged
1399,Operations,Operations Manager,1,Early-Career Builder
1400,Operations,Operations Manager,3,High Performer / Flight Risk
1401,Engineering,QA Engineer,1,Early-Career Builder
1402,Operations,Logistics Coordinator,1,Early-Career Builder
1403,Customer Support,Support Team Lead,0,Disengaged
1404,Sales,Sales Manager,3,High Performer / Flight Risk
1405,Marketing,Marketing Manager,1,Early-Career Builder
1406,Sales,Sales Manager,1,Early-Career Builder
1407,Engineering,Software Engineer,1,Early-Career Builder
1408,Customer Support,Support Team Lead,1,Early-Career Builder
1409,Customer Support,Support Associate,1,Early-Career Builder
1410,Sales,Account Manager,3,High Performer / Flight Risk
1411,Human Resources,HR Associate,1,Early-Career Builder
1412,Finance,Finance Manager,0,Disengaged
1413,Operations,Operations Manager,0,Disengaged
1414,Marketing,Content Specialist,0,Disengaged
1415,Engineering,Engineering Manager,2,Stable Core
1416,Sales,Sales Manager,1,Early-Career Builder
1417,Customer Support,Support Associate,3,High Performer / Flight Risk
1418,Customer Support,Support Team Lead,1,Early-Career Builder
1419,Operations,Operations Manager,0,Disengaged
1420,Sales,Sales Manager,1,Early-Career Builder
1421,Customer Support,Support Team Lead,1,Early-Career Builder
1422,Operations,Logistics Coordinator,3,High Performer / Flight Risk
1423,Engineering,QA Engineer,0,Disengaged
1424,Sales,Sales Executive,3,High Performer / Flight Risk
1425,Human Resources,HR Manager,0,Disengaged
1426,Finance,Financial Analyst,1,Early-Career Builder
1427,Customer Support,Support Team Lead,1,Early-Career Builder
1428,Operations,Operations Associate,3,High Performer / Flight Risk
1429,Engineering,Software Engineer,0,Disengaged
1430,Human Resources,HR Manager,0,Disengaged
1431,Customer Support,Support Associate,3,High Performer / Flight Risk
1432,Marketing,Marketing Manager,3,High Performer / Flight Risk
1433,Engineering,Senior Engineer,0,Disengaged
1434,Finance,Financial Analyst,0,Disengaged
1435,Operations,Operations Associate,1,Early-Career Builder
1436,Engineering,Senior Engineer,1,Early-Career Builder
1437,Sales,Account Manager,0,Disengaged
1438,Human Resources,Recruiter,0,Disengaged
1439,Engineering,Engineering Manager,2,Stable Core
1440,Human Resources,Recruiter,2,Stable Core
1441,Operations,Operations Manager,2,Stable Core
1442,Engineering,QA Engineer,2,Stable Core
1443,Operations,Logistics Coordinator,1,Early-Career Builder
1444,Engineering,Engineering Manager,2,Stable Core
1445,Finance,Accountant,2,Stable Core
1446,Human Resources,HR Manager,2,Stable Core
1447,Customer Support,Support Team Lead,0,Disengaged
1448,Human Resources,HR Associate,3,High Performer / Flight Risk
1449,Customer Support,Support Associate,3,High Performer / Flight Risk
1450,Customer Support,Support Associate,1,Early-Career Builder
1451,Finance,Finance Manager,2,Stable Core
1452,Engineering,Software Engineer,3,High Performer / Flight Risk
1453,Customer Support,Support Associate,0,Disengaged
1454,Operations,Operations Associate,0,Disengaged
1455,Customer Support,Support Team Lead,2,Stable Core
1456,Engineering,QA Engineer,2,Stable Core
1457,Sales,Sales Executive,2,Stable Core
1458,Marketing,Marketing Associate,1,Early-Career Builder
1459,Customer Support,Support Associate,1,Early-Career Builder
1460,Sales,Sales Manager,1,Early-Career Builder
1461,Customer Support,Support Associate,1,Early-Career Builder
1462,Human Resources,HR Associate,3,High Performer / Flight Risk
1463,Customer Support,Support Team Lead,0,Disengaged
1464,Finance,Accountant,0,Disengaged
1465,Finance,Accountant,2,Stable Core
1466,Sales,Sales Executive,0,Disengaged
1467,Operations,Logistics Coordinator,3,High Performer / Flight Risk
1468,Sales,Sales Executive,0,Disengaged
1469,Finance,Financial Analyst,1,Early-Career Builder
1470,Human Resources,HR Manager,3,High Performer / Flight Risk
1471,Operations,Operations Associate,0,Disengaged
1472,Sales,Sales Executive,2,Stable Core
1473,Operations,Operations Manager,1,Early-Career Builder
1474,Marketing,Marketing Manager,3,High Performer / Flight Risk
1475,Sales,Account Manager,0,Disengaged
1476,Engineering,Engineering Manager,0,Disengaged
1477,Operations,Operations Manager,1,Early-Career Builder
1478,Customer Support,Support Team Lead,3,High Performer / Flight Risk
1479,Human Resources,HR Manager,1,Early-Career Builder
1480,Engineering,Senior Engineer,2,Stable Core
1481,Marketing,Marketing Associate,1,Early-Career Builder
1482,Finance,Accountant,1,Early-Career Builder
1483,Engineering,QA Engineer,1,Early-Career Builder
1484,Engineering,Senior Engineer,1,Early-Career Builder
1485,Marketing,Content Specialist,1,Early-Career Builder
1486,Marketing,Marketing Manager,1,Early-Career Builder
1487,Finance,Accountant,2,Stable Core
1488,Human Resources,Recruiter,2,Stable Core
1489,Human Resources,HR Manager,1,Early-Career Builder
1490,Engineering,Senior Engineer,1,Early-Career Builder
1491,Engineering,Software Engineer,0,Disengaged
1492,Customer Support,Support Team Lead,1,Early-Career Builder
1493,Sales,Sales Executive,3,High Performer / Flight Risk
1494,Engineering,QA Engineer,2,Stable Core
1495,Customer Support,Support Team Lead,1,Early-Career Builder
1496,Finance,Financial Analyst,3,High Performer / Flight Risk
1497,Engineering,Engineering Manager,2,Stable Core
1498,Engineering,Engineering Manager,2,Stable Core
1499,Marketing,Marketing Associate,3,High Performer / Flight Risk
1500,Sales,Account Manager,2,Stable Core
