EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,HireDate,TenureYears,BusinessTravel,DistanceFromHomeKM,MonthlyIncome,YearsSinceLastPromotion,NumCompaniesWorked,WorkLifeBalance,EnvironmentSatisfaction,JobSatisfaction,OverTime,PerformanceRating,TrainingTimesLastYear,Attrition
401,31,Female,Single,Engineering,Engineering Manager,Bachelor's,2024-08-19,1,Non-Travel,9,121975,0,1,2,3,4,No,5,2,No
402,36,Female,Single,Operations,Operations Associate,Bachelor's,2024-01-22,1,Travel_Rarely,1,36874,1,3,3,2,4,No,3,1,No
403,44,Female,Divorced,Human Resources,HR Associate,Master's,2020-10-28,5,Non-Travel,1,45750,0,0,3,3,3,Yes,5,0,No
404,26,Male,Married,Engineering,Senior Engineer,High School,2020-04-03,5,Travel_Rarely,3,97649,5,1,3,2,3,No,3,1,No
405,21,Male,Single,Engineering,QA Engineer,Bachelor's,2025-10-13,0,Travel_Rarely,2,100220,0,4,4,3,3,Yes,4,2,Yes
406,49,Female,Married,Sales,Account Manager,Master's,2023-04-18,2,Non-Travel,2,76214,2,1,4,4,4,No,3,1,No
407,22,Female,Married,Customer Support,Support Team Lead,Bachelor's,2024-06-15,1,Travel_Rarely,3,42890,1,0,3,3,3,No,3,1,Yes
408,29,Female,Married,Finance,Accountant,Master's,2023-03-15,2,Travel_Rarely,3,62756,2,2,3,3,1,No,3,3,Yes
409,37,Male,Single,Customer Support,Support Associate,Master's,2023-05-04,2,Non-Travel,7,33124,2,1,3,4,4,No,3,1,No
410,41,Female,Single,Engineering,Senior Engineer,Master's,2023-01-01,3,Non-Travel,5,94289,1,3,4,2,3,Yes,3,1,No
411,32,Male,Single,Sales,Sales Executive,Master's,2015-03-09,10,Travel_Rarely,5,58180,4,0,3,3,4,No,4,0,No
412,28,Female,Divorced,Customer Support,Support Team Lead,High School,2022-01-29,3,Travel_Rarely,7,46159,1,3,2,2,3,Yes,4,1,Yes
413,42,Male,Married,Engineering,Engineering Manager,Bachelor's,2019-12-06,6,Travel_Rarely,2,142476,1,0,3,1,1,Yes,4,3,Yes
414,32,Male,Single,Customer Support,Support Associate,Master's,2021-12-10,4,Travel_Rarely,12,35003,1,2,3,1,2,No,5,2,No
415,38,Male,Married,Operations,Operations Associate,High School,2023-01-24,2,Travel_Rarely,1,36808,0,2,3,3,4,Yes,4,1,No
416,44,Female,Divorced,Customer Support,Support Team Lead,High School,2024-03-14,1,Travel_Rarely,1,45357,1,0,2,4,1,No,4,2,No
417,34,Female,Single,Sales,Sales Executive,Master's,2021-10-22,4,Travel_Rarely,4,50105,2,3,3,3,4,No,2,2,No
418,29,Male,Married,Engineering,QA Engineer,Bachelor's,2023-10-04,2,Travel_Rarely,1,98786,2,2,4,4,4,No,4,3,No
419,41,Female,Single,Operations,Logistics Coordinator,High School,2023-09-05,2,Travel_Rarely,2,56367,2,1,2,2,3,Yes,3,1,No
420,31,Male,Married,Operations,Operations Associate,Bachelor's,2025-12-14,0,Travel_Rarely,1,31950,0,1,3,3,2,No,4,1,No
421,35,Male,Single,Sales,Sales Manager,Bachelor's,2025-11-12,0,Travel_Rarely,1,59812,0,2,1,1,1,No,3,3,Yes
422,41,Female,Married,Customer Support,Support Associate,Bachelor's,2021-02-01,4,Travel_Rarely,10,37632,2,3,3,1,4,Yes,4,2,No
423,43,Male,Single,Customer Support,Support Associate,Bachelor's,2019-05-04,6,Travel_Rarely,7,40378,1,1,3,3,2,No,2,2,Yes
424,40,Female,Single,Sales,Account Manager,Master's,2024-11-22,1,Travel_Frequently,7,76555,0,5,4,3,4,No,3,2,No
425,55,Male,Married,Finance,Finance Manager,Master's,2022-07-01,3,Travel_Rarely,7,77312,0,1,2,3,4,No,3,6,No
426,21,Male,Married,Operations,Operations Manager,High School,2025-06-20,0,Non-Travel,4,48905,0,0,3,3,3,No,3,6,No
427,37,Female,Married,Customer Support,Support Associate,Bachelor's,2018-05-09,7,Non-Travel,6,41123,0,5,3,3,2,Yes,3,2,No
428,46,Male,Single,Customer Support,Support Team Lead,Bachelor's,2024-03-27,1,Travel_Frequently,1,39694,1,2,2,2,4,No,2,0,No
429,32,Female,Married,Sales,Sales Manager,Bachelor's,2024-08-08,1,Non-Travel,6,55731,0,3,2,2,1,Yes,4,2,No
430,46,Male,Married,Customer Support,Support Associate,Master's,2010-10-24,15,Travel_Rarely,3,53299,1,1,2,4,2,No,3,4,No
431,26,Male,Single,Marketing,Marketing Manager,Master's,2020-03-26,5,Travel_Rarely,1,65586,1,2,3,3,3,No,4,3,No
432,27,Male,Married,Sales,Account Manager,Bachelor's,2024-08-24,1,Travel_Rarely,2,54846,1,2,3,2,1,No,4,4,Yes
433,46,Male,Married,Sales,Sales Manager,Master's,2024-03-27,1,Travel_Rarely,17,57126,1,1,3,1,4,Yes,4,1,Yes
434,35,Female,Divorced,Engineering,Software Engineer,Bachelor's,2022-12-18,3,Travel_Rarely,5,64842,3,1,4,3,4,No,2,3,No
435,34,Female,Single,Customer Support,Support Associate,Bachelor's,2022-03-31,3,Travel_Rarely,1,40001,3,0,4,3,3,Yes,4,3,Yes
436,21,Female,Married,Operations,Logistics Coordinator,Bachelor's,2024-03-14,1,Non-Travel,2,56876,1,1,2,2,3,No,4,4,No
437,31,Female,Single,Finance,Finance Manager,Master's,2019-03-28,6,Non-Travel,5,82014,2,2,3,1,4,Yes,4,4,No
438,28,Male,Married,Sales,Sales Executive,High School,2022-05-08,3,Travel_Rarely,2,40726,2,0,4,2,4,Yes,4,1,No
439,31,Male,Married,Operations,Logistics Coordinator,Bachelor's,2018-06-23,7,Travel_Rarely,17,65840,0,1,3,2,3,No,3,5,No
440,39,Male,Single,Operations,Operations Associate,High School,2023-09-30,2,Travel_Frequently,9,39228,2,4,2,3,3,Yes,4,1,No
441,32,Male,Married,Marketing,Content Specialist,Master's,2017-02-01,8,Non-Travel,17,82059,0,1,3,1,4,Yes,4,1,No
442,49,Female,Single,Sales,Sales Manager,Bachelor's,2020-02-04,5,Travel_Frequently,11,73842,5,3,3,3,2,Yes,3,4,No
443,31,Male,Single,Sales,Sales Executive,Master's,2018-03-31,7,Non-Travel,2,51986,0,4,4,1,3,No,3,0,No
444,24,Male,Married,Engineering,Senior Engineer,Bachelor's,2024-04-18,1,Travel_Frequently,12,81249,1,3,4,2,4,No,3,1,No
445,34,Male,Married,Customer Support,Support Team Lead,Bachelor's,2023-03-20,2,Travel_Frequently,21,49689,1,3,3,3,1,No,4,4,No
446,24,Female,Married,Sales,Sales Manager,PhD,2024-10-04,1,Travel_Frequently,1,54523,0,2,3,3,3,No,3,3,No
447,33,Male,Married,Engineering,Engineering Manager,Bachelor's,2024-08-13,1,Non-Travel,14,121278,1,6,1,4,4,No,4,2,No
448,41,Male,Married,Marketing,Content Specialist,Master's,2025-06-18,0,Travel_Rarely,5,69637,0,2,3,2,2,No,5,1,No
449,30,Male,Single,Finance,Financial Analyst,Bachelor's,2021-05-24,4,Travel_Rarely,9,43991,0,2,3,3,2,No,4,1,No
450,21,Female,Married,Human Resources,HR Manager,Bachelor's,2024-08-22,1,Non-Travel,3,48742,0,4,4,3,3,No,3,0,No
451,47,Male,Divorced,Customer Support,Support Associate,Bachelor's,2016-07-31,9,Travel_Rarely,11,41495,3,3,1,2,4,Yes,3,3,Yes
452,29,Male,Married,Marketing,Content Specialist,Bachelor's,2022-06-04,3,Non-Travel,2,68501,1,1,1,4,3,Yes,3,5,Yes
453,37,Female,Married,Sales,Sales Executive,Master's,2023-11-11,2,Non-Travel,9,47875,0,2,4,1,4,Yes,4,3,No
454,24,Female,Divorced,Operations,Operations Manager,Bachelor's,2025-12-17,0,Travel_Frequently,1,45924,0,1,2,3,4,Yes,2,5,No
455,34,Female,Single,Engineering,QA Engineer,Master's,2024-05-06,1,Travel_Rarely,4,96152,1,3,2,3,4,No,4,2,No
456,33,Male,Married,Marketing,Marketing Associate,Master's,2023-12-11,2,Travel_Rarely,6,39996,2,3,3,3,3,Yes,3,0,Yes
457,40,Male,Single,Engineering,Engineering Manager,Master's,2022-04-10,3,Travel_Frequently,6,152710,3,1,3,1,3,Yes,4,4,No
458,41,Female,Single,Engineering,QA Engineer,Master's,2021-01-23,4,Non-Travel,15,118919,0,2,3,3,4,No,3,0,No
459,35,Male,Single,Engineering,Senior Engineer,Master's,2024-12-23,1,Non-Travel,45,84963,1,1,3,4,3,No,4,3,No
460,25,Male,Married,Finance,Financial Analyst,Bachelor's,2020-07-29,5,Travel_Rarely,6,51454,0,4,3,4,4,Yes,3,1,No
461,24,Male,Married,Operations,Logistics Coordinator,Master's,2024-10-23,1,Travel_Rarely,1,57179,0,0,3,4,2,No,3,2,No
462,31,Female,Married,Customer Support,Support Team Lead,High School,2020-11-08,5,Travel_Rarely,4,52650,5,2,3,4,4,No,3,2,No
463,42,Female,Single,Engineering,QA Engineer,Bachelor's,2025-11-16,0,Non-Travel,2,85504,0,1,3,4,4,No,2,3,Yes
464,48,Male,Divorced,Finance,Financial Analyst,Bachelor's,2012-08-05,13,Travel_Rarely,5,64168,2,4,4,3,2,Yes,3,2,No
465,32,Male,Single,Sales,Account Manager,Bachelor's,2016-10-07,9,Non-Travel,1,91990,0,2,3,4,4,No,4,2,No
466,52,Female,Single,Operations,Operations Manager,Bachelor's,2023-06-26,2,Travel_Rarely,4,52692,0,2,4,4,3,Yes,4,5,No
467,22,Female,Single,Human Resources,HR Associate,Bachelor's,2025-06-29,0,Non-Travel,2,30001,0,2,3,1,4,No,4,4,No
468,21,Male,Single,Operations,Operations Manager,High School,2024-07-23,1,Non-Travel,8,51778,1,0,3,3,2,No,2,2,No
469,35,Female,Single,Operations,Logistics Coordinator,Bachelor's,2024-12-22,1,Travel_Rarely,4,64945,1,3,3,3,3,No,4,1,No
470,25,Male,Married,Human Resources,HR Associate,Master's,2022-06-16,3,Travel_Frequently,5,37091,1,1,3,2,1,Yes,1,0,Yes
471,31,Male,Married,Engineering,Engineering Manager,Master's,2025-12-20,0,Travel_Rarely,16,109164,0,4,1,4,2,No,4,1,Yes
472,26,Female,Married,Engineering,QA Engineer,High School,2021-10-01,4,Non-Travel,1,110562,1,1,4,3,4,No,3,3,No
473,38,Male,Married,Sales,Account Manager,High School,2023-02-07,2,Travel_Rarely,1,69789,0,0,3,4,4,No,2,4,Yes
474,46,Female,Single,Customer Support,Support Team Lead,Master's,2019-02-19,6,Travel_Rarely,22,51334,0,0,3,3,4,No,3,5,No
475,33,Male,Single,Customer Support,Support Team Lead,Bachelor's,2025-12-24,0,Travel_Rarely,4,42048,0,1,2,3,3,Yes,2,2,No
476,47,Male,Married,Finance,Accountant,Master's,2024-07-28,1,Travel_Frequently,7,61268,0,3,2,4,3,No,4,5,No
477,27,Male,Married,Finance,Accountant,Bachelor's,2023-02-05,2,Travel_Frequently,14,62298,0,2,4,2,1,No,4,6,No
478,22,Male,Single,Operations,Operations Associate,Bachelor's,2023-11-15,2,Travel_Rarely,1,35533,2,1,2,1,3,Yes,3,2,No
479,41,Female,Divorced,Operations,Operations Associate,High School,2021-09-06,4,Travel_Rarely,22,40184,0,1,2,4,3,No,3,5,No
480,37,Male,Married,Sales,Account Manager,Bachelor's,2016-08-25,9,Travel_Frequently,29,87413,3,2,3,3,4,No,4,2,No
481,29,Female,Single,Sales,Sales Manager,High School,2019-06-11,6,Travel_Frequently,13,78281,0,1,3,4,4,No,4,1,No
482,34,Male,Married,Marketing,Marketing Associate,PhD,2025-07-15,0,Travel_Rarely,4,34172,0,3,3,1,4,No,4,0,No
483,21,Female,Married,Sales,Sales Executive,Bachelor's,2024-04-15,1,Travel_Frequently,3,40321,0,1,3,2,1,Yes,3,3,Yes
484,36,Female,Married,Engineering,Engineering Manager,Bachelor's,2019-03-07,6,Travel_Rarely,29,154876,0,4,2,2,2,No,4,1,No
485,46,Female,Single,Marketing,Marketing Manager,High School,2025-08-24,0,Non-Travel,2,49562,0,2,3,3,2,Yes,2,1,Yes
486,22,Female,Married,Engineering,Software Engineer,Master's,2023-04-06,2,Travel_Rarely,3,62184,2,1,2,4,3,No,2,4,No
487,33,Male,Single,Engineering,Software Engineer,Master's,2015-05-13,10,Travel_Rarely,1,89524,0,3,3,3,4,No,4,3,No
488,32,Male,Single,Sales,Sales Manager,Bachelor's,2024-12-16,1,Travel_Rarely,2,57348,0,1,4,4,4,No,5,0,Yes
489,27,Female,Single,Operations,Operations Associate,Master's,2022-05-16,3,Travel_Rarely,1,37398,2,3,4,3,2,No,4,1,No
490,29,Female,Single,Customer Support,Support Team Lead,Bachelor's,2025-09-29,0,Travel_Rarely,7,39239,0,2,3,2,4,No,3,0,Yes
491,40,Female,Single,Customer Support,Support Team Lead,Bachelor's,2025-05-29,0,Travel_Frequently,1,43687,0,1,2,3,4,No,3,2,No
492,34,Male,Divorced,Engineering,Engineering Manager,Bachelor's,2025-10-27,0,Travel_Frequently,27,113957,0,2,3,1,2,Yes,2,2,Yes
493,37,Female,Single,Human Resources,Recruiter,Master's,2024-06-05,1,Travel_Rarely,1,57266,0,0,4,4,2,No,5,2,No
494,45,Male,Single,Customer Support,Support Team Lead,Bachelor's,2021-08-28,4,Travel_Rarely,4,44788,4,4,3,1,2,No,3,0,No
495,37,Male,Married,Operations,Operations Associate,Bachelor's,2021-06-17,4,Non-Travel,2,39179,1,2,3,2,2,No,4,1,No
496,37,Female,Married,Engineering,Software Engineer,Master's,2025-03-09,0,Travel_Rarely,9,59211,0,2,3,3,4,No,3,0,No
497,21,Female,Divorced,Sales,Account Manager,Bachelor's,2025-05-18,0,Non-Travel,1,66885,0,0,3,4,4,No,4,1,No
498,41,Male,Married,Engineering,QA Engineer,Bachelor's,2020-05-09,5,Travel_Frequently,12,109300,0,1,3,4,4,Yes,3,2,No
499,30,Male,Single,Engineering,QA Engineer,Master's,2024-08-25,1,Travel_Rarely,1,113586,0,2,3,2,1,No,4,4,No
500,25,Male,Single,Operations,Logistics Coordinator,Master's,2023-07-21,2,Travel_Frequently,1,68340,1,3,1,4,3,No,1,1,Yes
501,36,Male,Married,Marketing,Content Specialist,High School,2024-05-28,1,Travel_Rarely,10,65656,0,0,1,3,4,Yes,3,0,No
502,41,Female,Married,Operations,Operations Associate,Bachelor's,2023-06-28,2,Travel_Rarely,12,38905,1,4,2,4,2,No,3,2,Yes
503,21,Female,Married,Engineering,Software Engineer,Master's,2025-05-07,0,Non-Travel,2,62218,0,3,4,3,3,No,2,0,No
504,48,Male,Married,Customer Support,Support Team Lead,Bachelor's,2023-12-31,2,Travel_Rarely,7,44993,0,1,4,3,1,Yes,3,4,Yes
505,53,Male,Single,Engineering,Software Engineer,High School,2025-06-05,0,Travel_Rarely,10,55897,0,2,3,4,3,No,4,3,No
506,26,Female,Married,Engineering,Software Engineer,Master's,2025-07-25,0,Travel_Frequently,5,55678,0,5,4,2,3,Yes,4,4,Yes
507,40,Female,Single,Operations,Operations Associate,Bachelor's,2020-10-23,5,Travel_Rarely,7,37068,3,2,4,3,4,Yes,3,1,Yes
508,26,Female,Married,Finance,Financial Analyst,Master's,2020-12-15,5,Non-Travel,7,45012,2,1,4,4,1,No,2,2,Yes
509,36,Male,Married,Sales,Account Manager,Bachelor's,2024-06-13,1,Travel_Frequently,21,77702,1,2,1,1,3,No,3,2,No
510,33,Female,Married,Finance,Financial Analyst,Master's,2021-08-10,4,Travel_Rarely,3,46554,1,1,4,2,3,Yes,4,3,Yes
511,34,Male,Single,Sales,Sales Manager,Bachelor's,2023-05-30,2,Non-Travel,3,58683,2,3,4,2,3,No,3,2,No
512,28,Male,Divorced,Customer Support,Support Team Lead,Bachelor's,2025-07-02,0,Non-Travel,5,44907,0,0,3,3,4,Yes,5,1,No
513,40,Male,Married,Marketing,Marketing Associate,Master's,2005-06-30,20,Non-Travel,23,65080,0,3,3,4,3,No,3,5,No
514,21,Male,Married,Finance,Finance Manager,Bachelor's,2024-04-18,1,Non-Travel,1,82405,1,2,4,3,4,No,4,1,No
515,49,Male,Married,Sales,Account Manager,Bachelor's,2021-08-12,4,Travel_Frequently,12,72226,4,0,2,1,4,Yes,2,3,No
516,21,Male,Single,Engineering,Engineering Manager,Master's,2025-03-15,0,Travel_Frequently,2,120812,0,2,3,2,3,No,3,4,No
517,33,Male,Single,Human Resources,HR Associate,High School,2024-08-08,1,Travel_Rarely,17,38357,1,1,2,3,3,Yes,3,4,Yes
518,47,Male,Single,Marketing,Marketing Manager,Bachelor's,2018-12-13,7,Non-Travel,10,70967,1,1,2,3,2,No,3,3,No
519,38,Male,Married,Sales,Sales Executive,Bachelor's,2025-12-13,0,Non-Travel,3,37541,0,1,3,4,3,No,2,3,No
520,36,Male,Divorced,Marketing,Content Specialist,Bachelor's,2014-06-15,11,Travel_Rarely,7,95555,1,0,3,4,4,Yes,3,5,No
521,29,Male,Single,Engineering,Senior Engineer,Bachelor's,2024-08-26,1,Non-Travel,11,76978,1,3,4,3,2,No,3,2,No
522,39,Male,Single,Engineering,Engineering Manager,Bachelor's,2024-11-24,1,Non-Travel,1,131754,0,2,3,4,4,Yes,3,3,No
523,49,Male,Married,Sales,Sales Manager,High School,2024-04-26,1,Travel_Rarely,2,55484,0,3,4,2,4,Yes,3,3,Yes
524,35,Male,Single,Finance,Financial Analyst,Bachelor's,2025-02-15,0,Travel_Rarely,10,38665,0,3,3,4,3,No,3,4,No
525,27,Female,Married,Sales,Sales Executive,Master's,2025-04-27,0,Non-Travel,1,39284,0,0,3,2,1,Yes,2,2,Yes
526,52,Male,Married,Engineering,Software Engineer,Bachelor's,2022-07-01,3,Travel_Rarely,4,71028,0,3,3,1,1,Yes,3,2,No
527,21,Female,Single,Operations,Logistics Coordinator,High School,2024-07-14,1,Travel_Frequently,1,55965,1,2,3,3,2,No,3,2,No
528,30,Male,Married,Sales,Sales Manager,Master's,2023-07-07,2,Travel_Rarely,2,60778,0,3,3,2,3,No,3,4,No
529,24,Male,Single,Engineering,Software Engineer,Bachelor's,2025-10-13,0,Travel_Frequently,4,64169,0,3,4,2,1,No,3,1,Yes
530,25,Female,Single,Customer Support,Support Team Lead,High School,2020-05-31,5,Travel_Frequently,21,46980,5,1,3,3,4,No,4,0,No
531,25,Male,Divorced,Human Resources,HR Manager,Master's,2022-05-30,3,Travel_Rarely,14,53279,0,4,2,4,2,No,1,1,No
532,36,Male,Married,Sales,Account Manager,Master's,2025-04-30,0,Non-Travel,8,66866,0,2,3,4,3,No,4,0,No
533,30,Male,Single,Operations,Operations Associate,Bachelor's,2024-06-19,1,Travel_Rarely,33,36928,1,2,3,3,3,No,4,0,No
534,27,Male,Single,Finance,Finance Manager,Master's,2024-01-11,1,Travel_Frequently,8,84130,1,3,4,2,4,No,3,2,No
535,24,Female,Single,Engineering,Software Engineer,Bachelor's,2022-05-03,3,Travel_Rarely,22,67487,2,3,3,2,3,No,3,4,No
536,37,Female,Married,Human Resources,HR Associate,Bachelor's,2016-04-19,9,Travel_Rarely,2,51383,0,3,2,3,3,Yes,5,2,No
537,32,Male,Single,Customer Support,Support Team Lead,Bachelor's,2024-03-10,1,Travel_Rarely,7,48451,1,3,2,3,3,Yes,4,2,Yes
538,34,Male,Single,Human Resources,HR Associate,Bachelor's,2021-12-16,4,Travel_Rarely,5,35638,1,2,2,4,1,No,4,1,No
539,31,Female,Divorced,Engineering,QA Engineer,Master's,2018-05-19,7,Non-Travel,4,111422,3,3,3,1,3,No,4,3,No
540,37,Female,Divorced,Sales,Sales Executive,PhD,2022-09-27,3,Non-Travel,23,49165,0,1,3,4,3,Yes,5,3,No
541,42,Female,Married,Engineering,Senior Engineer,Master's,2025-04-20,0,Non-Travel,22,78192,0,2,3,4,4,Yes,3,2,No
542,21,Female,Single,Engineering,Engineering Manager,Bachelor's,2024-06-17,1,Travel_Frequently,4,132040,0,3,4,3,3,No,3,3,No
543,27,Male,Single,Sales,Account Manager,Bachelor's,2023-03-23,2,Travel_Rarely,7,68965,0,0,3,3,2,No,3,3,No
544,31,Female,Single,Human Resources,HR Manager,High School,2025-04-24,0,Non-Travel,1,40088,0,3,3,1,4,No,3,1,No
545,31,Female,Married,Marketing,Marketing Associate,High School,2022-08-23,3,Travel_Rarely,3,47379,0,1,3,3,4,Yes,4,2,No
546,37,Male,Single,Engineering,QA Engineer,High School,2020-03-03,5,Travel_Rarely,6,117069,3,6,3,1,4,No,4,0,No
547,36,Male,Single,Engineering,Senior Engineer,Master's,2009-09-13,16,Travel_Rarely,41,116112,1,3,3,4,1,No,3,3,No
548,37,Male,Single,Sales,Account Manager,Bachelor's,2019-09-16,6,Non-Travel,18,76485,1,1,3,3,1,No,3,1,Yes
549,31,Male,Married,Customer Support,Support Associate,Master's,2017-03-29,8,Non-Travel,3,42966,8,2,1,2,2,Yes,3,3,Yes
550,33,Male,Married,Sales,Sales Executive,High School,2024-01-06,1,Travel_Rarely,1,45922,1,5,3,4,1,No,3,1,No
551,24,Female,Married,Sales,Sales Executive,Bachelor's,2024-08-13,1,Non-Travel,1,43161,1,2,3,3,2,No,3,3,No
552,32,Male,Single,Finance,Financial Analyst,Bachelor's,2021-08-11,4,Travel_Rarely,1,50124,1,1,4,3,3,No,4,2,No
553,35,Female,Single,Engineering,Engineering Manager,PhD,2015-07-22,10,Non-Travel,16,164100,0,3,2,3,4,No,4,3,No
554,42,Male,Married,Operations,Logistics Coordinator,Bachelor's,2024-11-11,1,Travel_Frequently,5,68813,0,3,2,3,4,No,3,4,No
555,37,Male,Single,Sales,Sales Executive,Master's,2018-10-05,7,Travel_Frequently,2,56043,4,1,4,3,4,No,4,2,No
556,25,Female,Divorced,Sales,Sales Executive,Bachelor's,2025-07-27,0,Non-Travel,31,36229,0,4,2,1,2,Yes,5,0,Yes
557,37,Female,Married,Customer Support,Support Associate,PhD,2025-11-30,0,Non-Travel,4,33677,0,2,3,4,1,No,4,4,No
558,36,Male,Single,Finance,Accountant,Bachelor's,2023-11-03,2,Travel_Rarely,2,59975,0,0,3,2,3,No,3,4,Yes
559,40,Female,Single,Marketing,Content Specialist,Master's,2010-09-14,15,Non-Travel,6,107253,1,4,3,3,3,No,3,3,No
560,21,Male,Married,Operations,Operations Manager,Bachelor's,2024-09-23,1,Travel_Rarely,12,47874,1,2,3,2,1,No,3,1,No
561,49,Male,Single,Sales,Sales Executive,Bachelor's,2016-10-06,9,Travel_Rarely,2,45740,4,1,4,3,3,No,4,2,No
562,26,Female,Single,Sales,Sales Manager,Bachelor's,2022-10-03,3,Non-Travel,5,69583,3,2,4,2,3,No,1,2,No
563,35,Female,Married,Customer Support,Support Associate,High School,2024-01-29,1,Non-Travel,1,29394,0,2,4,2,3,Yes,3,3,No
564,36,Female,Married,Sales,Sales Manager,Master's,2021-05-19,4,Non-Travel,5,75315,0,3,2,2,4,No,4,5,No
565,21,Male,Married,Operations,Operations Manager,High School,2024-07-10,1,Travel_Frequently,12,45752,1,1,3,4,1,No,4,4,No
566,25,Female,Married,Human Resources,Recruiter,Bachelor's,2025-03-19,0,Non-Travel,1,61247,0,1,2,2,3,No,2,1,No
567,30,Female,Married,Operations,Logistics Coordinator,Bachelor's,2023-11-03,2,Travel_Rarely,6,58006,1,0,1,1,2,No,3,5,No
568,30,Male,Single,Operations,Operations Associate,Master's,2020-06-17,5,Travel_Rarely,4,39454,1,2,4,2,4,Yes,2,3,Yes
569,31,Female,Married,Finance,Financial Analyst,Master's,2023-08-06,2,Travel_Rarely,5,49123,1,2,4,1,2,No,4,4,Yes
570,30,Female,Married,Engineering,Software Engineer,Bachelor's,2025-11-13,0,Non-Travel,1,68298,0,1,2,2,2,No,4,3,Yes
571,43,Male,Single,Operations,Operations Associate,Master's,2008-08-29,17,Travel_Rarely,6,64216,2,5,1,3,4,Yes,5,5,No
572,40,Male,Single,Finance,Finance Manager,PhD,2025-04-29,0,Travel_Frequently,14,79010,0,0,3,4,4,No,4,6,No
573,39,Female,Married,Sales,Sales Executive,Master's,2025-03-10,0,Travel_Rarely,3,46353,0,1,4,1,3,No,3,1,Yes
574,29,Male,Married,Finance,Accountant,Bachelor's,2024-07-15,1,Travel_Rarely,6,63092,0,5,4,3,4,Yes,3,2,No
575,44,Male,Divorced,Sales,Sales Manager,Master's,2023-05-06,2,Non-Travel,14,54179,1,4,2,3,3,Yes,4,3,No
576,32,Female,Single,Operations,Operations Associate,Bachelor's,2018-07-30,7,Travel_Frequently,40,44459,5,2,2,3,1,No,2,1,No
577,37,Female,Married,Sales,Sales Executive,Bachelor's,2025-12-14,0,Travel_Frequently,8,41827,0,3,1,2,4,No,5,0,Yes
578,36,Male,Divorced,Engineering,Engineering Manager,Master's,2025-05-22,0,Non-Travel,10,110282,0,2,3,3,4,No,3,1,No
579,22,Female,Single,Marketing,Marketing Associate,Bachelor's,2023-03-06,2,Travel_Rarely,3,42421,1,3,2,4,4,Yes,3,3,No
580,34,Female,Married,Finance,Accountant,Master's,2025-06-06,0,Travel_Rarely,1,58738,0,2,4,3,2,Yes,3,0,No
581,42,Female,Divorced,Engineering,Senior Engineer,Master's,2025-08-23,0,Travel_Rarely,8,77285,0,1,3,2,2,No,4,0,No
582,21,Male,Married,Sales,Sales Manager,High School,2024-04-29,1,Travel_Rarely,1,54793,1,1,3,3,1,No,2,2,No
583,24,Male,Married,Marketing,Marketing Associate,Bachelor's,2024-05-05,1,Non-Travel,2,40236,1,5,2,4,2,No,4,1,No
584,30,Male,Single,Customer Support,Support Associate,Bachelor's,2019-11-20,6,Non-Travel,1,40222,0,1,4,1,3,No,2,1,No
585,29,Female,Divorced,Engineering,Senior Engineer,Master's,2024-02-21,1,Non-Travel,3,84969,1,3,2,4,2,No,4,2,No
586,28,Female,Married,Finance,Accountant,Bachelor's,2023-08-31,2,Travel_Frequently,4,60890,2,1,3,2,4,Yes,2,2,No
587,31,Male,Single,Marketing,Marketing Associate,High School,2025-09-05,0,Travel_Rarely,8,37594,0,6,3,3,3,No,3,1,No
588,39,Male,Divorced,Engineering,Software Engineer,Bachelor's,2017-07-04,8,Travel_Rarely,6,76173,0,5,3,4,4,No,5,2,No
589,27,Male,Single,Operations,Operations Associate,Master's,2018-11-05,7,Non-Travel,6,42938,0,3,2,3,4,No,3,0,No
590,36,Male,Single,Human Resources,HR Manager,Bachelor's,2023-01-25,2,Travel_Rarely,3,51098,0,0,3,2,3,Yes,3,4,No
591,34,Male,Single,Customer Support,Support Associate,Bachelor's,2015-06-22,10,Travel_Rarely,2,50924,1,4,3,4,4,No,3,4,No
592,40,Male,Single,Sales,Sales Executive,Master's,2024-05-20,1,Non-Travel,4,40404,1,3,4,3,1,No,3,3,No
593,28,Male,Married,Sales,Account Manager,High School,2022-01-16,3,Non-Travel,1,70748,1,1,1,2,4,No,3,1,No
594,32,Male,Single,Human Resources,HR Associate,Master's,2024-08-12,1,Travel_Rarely,8,40969,0,2,2,2,2,No,4,6,Yes
595,31,Female,Married,Engineering,Engineering Manager,Bachelor's,2025-10-30,0,Travel_Rarely,4,111525,0,0,3,3,3,No,3,1,No
596,40,Male,Married,Engineering,QA Engineer,Bachelor's,2025-07-17,0,Travel_Rarely,14,102937,0,4,4,3,2,No,3,4,No
597,28,Male,Married,Operations,Operations Associate,Master's,2022-09-28,3,Non-Travel,1,44991,2,1,3,3,1,Yes,3,2,No
598,33,Female,Married,Customer Support,Support Associate,Bachelor's,2021-07-25,4,Non-Travel,11,39768,1,3,4,3,4,No,3,3,No
599,30,Male,Divorced,Marketing,Marketing Manager,Bachelor's,2023-08-21,2,Travel_Rarely,1,55489,2,2,3,2,3,Yes,3,0,No
600,32,Male,Married,Sales,Sales Manager,High School,2023-06-21,2,Travel_Rarely,2,54478,2,2,4,3,4,Yes,3,1,No
601,28,Male,Divorced,Marketing,Content Specialist,Master's,2023-11-03,2,Travel_Frequently,14,80531,0,2,4,2,3,Yes,3,2,No
